Company,Symbol,Scrip-code,Sector,Industry,Group,Face Value,ISIN No,Issuer Name
Orient Electric Ltd,ORIENTELEC,541301,Equity,Active,B ,1,INE142Z01019,Orient Electric Limited
Dhruv Consultancy Services Ltd,DHRUV,541302,Equity,Active,B ,10,INE506Z01015,Dhruv Consultancy Services Limited
Akshar Spintex Ltd,AKSHAR,541303,Equity,Active,B ,1,INE256Z01025,Akshar Spintex Limited
Indo Us Bio-Tech Ltd,INDOUS,541304,Equity,Active,B ,10,INE250Z01010,Indo US Bio-Tech Limited
ICICI Prudential BSE 500 ETF,BSE500IETF,541313,Equity,Active,A ,1,INF109KC1V59,ICICI Prudential Mutual Fund
Indostar Capital Finance Ltd,INDOSTAR,541336,Equity,Active,B ,10,INE896L01010,IndoStar Capital Finance Limited
Milestone Furniture Ltd,MILEFUR,541337,Equity,Active,MT,10,INE424Z01011,Milestone Furniture Limited
U. H. Zaveri Ltd,UHZAVERI,541338,Equity,Active,B ,10,INE556Z01010,U. H. ZAVERI LIMITED
Parvati Sweetners and Power Ltd,PARVATI,541347,Equity,Active,XT,5,INE295Z01015,Parvati Sweetners and Power Ltd.
Megastar Foods Ltd,MEGASTAR,541352,Equity,Active,B ,10,INE00EM01016,Megastar Foods Limited
Innovators Facade Systems Ltd,INNOVATORS,541353,Equity,Active,M ,10,INE870Z01015,Innovators Facade Systems Limited
Unifinz Capital India Ltd,UCIL,541358,Equity,Active,X ,10,INE926R01012,UNIFINZ CAPITAL INDIA LIMITED
Zim Laboratories Ltd,ZIMLAB,541400,Equity,Active,B ,10,INE518E01015,ZIM Laboratories Limited
Affordable Robotic & Automation Ltd,AFFORDABLE,541402,Equity,Active,B ,10,INE692Z01013,Affordable Robotic & Automation Limited
Dollar Industries Ltd,DOLLAR,541403,Equity,Active,B ,2,INE325C01035,Dollar Industries Limited
Nakoda Group of Industries Ltd,NGIL,541418,Equity,Active,B ,10,INE236Y01012,NAKODA GROUP OF INDUSTRIES LIMITED
Palm Jewels Ltd,PALMJEWELS,541444,Equity,Active,B ,10,INE838Z01012,Palm Jewels Limited
Waa Solar Ltd,WAA,541445,Equity,Active,M ,10,INE799N01012,Waa Solar Limited
Adani Green Energy Ltd,ADANIGREEN,541450,Equity,Active,A ,10,INE364U01010,Adani Green Energy Limited
Unick Fix-A-Form And Printers Ltd,UNICK,541503,Equity,Active,X ,10,INE250G01010,Unick Fix-A- Form and Printers Limited
Solara Active Pharma Sciences Ltd,SOLARA,541540,Equity,Active,B ,10,INE624Z01016,SOLARA ACTIVE PHARMA SCIENCES LIMITED
Gayatri Highways Ltd,GAYAHWS,541546,Equity,Active,B ,2,INE287Z01012,GAYATRI HIGHWAYS LTD
RITES Ltd,RITES,541556,Equity,Active,A ,10,INE320J01015,RITES Limited
Fine Organic Industries Ltd,FINEORG,541557,Equity,Active,A ,5,INE686Y01026,Fine Organic Industries Limited
Varroc Engineering Ltd,VARROC,541578,Equity,Active,A ,1,INE665L01035,Varroc Engineering Limited
Rajnish Wellness Ltd,RAJNISH,541601,Equity,Active,B ,1,INE685Z01033,Rajnish Wellness Limited
Gujarat Winding Systems Ltd,GUJWIND,541627,Equity,Active,X ,10,INE173V01013,Gujarat Winding Systems Limited
Sophia Traexpo Ltd,STRAEXPO,541633,Equity,Active,XT,10,INE268X01017,Sophia Traexpo Limited
Raw Edge Industrial Solutions Ltd,RAWEDGE,541634,Equity,Active,B ,10,INE960Z01014,Raw Edge Industrial Solutions Limited
Supershakti Metaliks Ltd,SUPERSHAKT,541701,Equity,Active,M ,10,INE00SY01011,Supershakti Metaliks Limited
Ashnisha Industries Ltd,ASHNI,541702,Equity,Active,X ,1,INE694W01024,Ashnisha Industries Limited
Raconteur Global Resources Ltd,RACONTEUR,541703,Equity,Active,M ,10,INE00WY01013,RACONTEUR GLOBAL RESOURCES LIMITED
HDFC Asset Management Company Ltd,HDFCAMC,541729,Equity,Active,A ,5,INE127D01025,HDFC Asset Management Company Limited
Vivanta Industries Ltd,VIVANTA,541735,Equity,Active,X ,1,INE299W01022,Vivanta Industries Limited
Fratelli Vineyards Ltd,FRATELLI,541741,Equity,Active,X ,10,INE401Z01019,Fratelli Vineyards Limited
CreditAccess Grameen Ltd,CREDITACC,541770,Equity,Active,A ,10,INE741K01010,CreditAccess Grameen Ltd.
Amin Tannery Ltd,AMINTAN,541771,Equity,Active,X ,1,INE572Z01017,AMIN TANNERY LIMITED
Deep Polymers Ltd,DEEP,541778,Equity,Active,B ,10,INE00IY01012,Deep Polymers Limited
Sungold Media and Entertainment Ltd,SMEL,541799,Equity,Active,MT,10,INE266S01011,Sungold Media and Entertainment Limited
ICICI Prudential Nifty Next 50 ETF,NEXT50IETF,541809,Equity,Active,B ,1,INF109KC1NS5,ICICI Prudential Mutual Fund
Add-Shop ERetail Ltd,ASRL,541865,Equity,Active,B ,10,INE01B501018,Add-Shop E-Retail Limited
Space Incubatrics Technologies Ltd,SPACEINCUBA,541890,Equity,Active,X ,1,INE797Z01028,Space Incubatrics Technologies Limited
Synergy Green Industries Ltd,SGIL,541929,Equity,Active,B ,10,INE00QT01015,Synergy Green Industries Limited
Ranjeet Mechatronics Ltd,RANJEET,541945,Equity,Active,M ,5,INE01A501027,Ranjeet Mechatronics Limited
IRCON International Ltd,IRCON,541956,Equity,Active,A ,2,INE962Y01021,IRCON International Ltd
Sky Gold And Diamonds Ltd,SKYGOLD,541967,Equity,Active,A ,10,INE01IU01018,Sky Gold And Diamonds Limited
SBI - ETF - SENSEX NEXT 50,SETFSN50,541972,Equity,Active,A ,10,INF200KA1VQ2,SBI Mutual Fund
Mac Hotels Ltd,MACH,541973,Equity,Active,M ,10,INE004Z01011,Mac Hotels Limited
Manorama Industries Ltd,MANORAMA,541974,Equity,Active,A ,2,INE00VM01036,Manorama Industries Limited
Innovative Ideals and Services (India) Ltd,INNOVATIVE,541983,Equity,Active,MT,10,INE492Y01011,Innovative Ideals and Services (India) Limited
AAVAS Financiers Ltd,AAVAS,541988,Equity,Active,A ,10,INE216P01012,AAVAS Financiers Limited
Garden Reach Shipbuilders & Engineers Ltd,GRSE,542011,Equity,Active,A ,10,INE382Z01011,Garden Reach Shipbuilders & Engineers Limited
A-1 Ltd,A1L,542012,Equity,Active,B ,1,INE911Z01025,A-1 LIMITED
Dolfin Rubbers Ltd,DOLFIN,542013,Equity,Active,B ,10,INE666Y01010,Dolfin Rubbers Limited
Shubham Polyspin Ltd,SHUBHAM,542019,Equity,Active,X ,10,INE01J501010,Shubham Polyspin Limited
AKI India Ltd,AKI,542020,Equity,Active,B ,2,INE642Z01026,AKI India Limited
Sun Retail Ltd,SUNRETAIL,542025,Equity,Active,M ,1,INE206Z01020,Sun Retail Limited
S. M. Gold Ltd,SMGOLD,542034,Equity,Active,B ,10,INE00Q901014,S. M. Gold Limited
Vivid Mercantile Ltd,VIVIDM,542046,Equity,Active,T ,1,INE647Z01025,VIVID MERCANTILE LIMITED
BCPL Railway Infrastructure Ltd,BCPL,542057,Equity,Active,B ,10,INE00SW01015,BCPL Railway Infrastructure Limited
Adani Total Gas Ltd,ATGL,542066,Equity,Active,A ,1,INE399L01023,ADANI TOTAL GAS LIMITED
The Phosphate Company Ltd,PHOSPHATE,542123,Equity,Active,X ,10,INE398C01016,The Phosphate Company Limited
MIRAE ASSET NIFTY 50 ETF (MAN50ETF),NIFTYETF,542131,Equity,Active,B ,100,INF769K01EG9,Mirae Asset Mutual Fund
Techno Electric & Engineering Company Ltd,TECHNOE,542141,Equity,Active,A ,2,INE285K01026,Techno Electric & Engineering Company Limited
Roni Households Ltd,RONI,542145,Equity,Active,M ,10,INE02AP01013,Roni Households Limited
Shree Krishna Infrastructure Ltd,SKIFL,542146,Equity,Active,MT,10,INE951Z01013,Shree Krishna Infrastructure Limited
Diksha Greens Ltd,DGL,542155,Equity,Active,MT,10,INE01GR01018,Diksha Greens Limited
Aryan Share and Stock Brokers Ltd,ARYAN,542176,Equity,Active,X ,10,INE016X01010,Aryan Share & Stock Brokers Ltd.
Nivaka Fashions Ltd,NIVAKA,542206,Equity,Active,X ,1,INE139E01028,NIVAKA FASHIONS LIMITED
Dalmia Bharat Ltd,DALBHARAT,542216,Equity,Active,A ,2,INE00R701025,DALMIA BHARAT LIMITED
Aditya Birla Sun Life Nifty Next 50 ETF,ABSLNN50ET,542230,Equity,Active,B ,1,INF209KB16D7,Aditya Birla Sun Life Mutual Fund
Nila Spaces Ltd,NILASPACES,542231,Equity,Active,B ,1,INE00S901012,Nila Spaces Ltd
Shankar Lal Rampal Dye-Chem Ltd,SRD,542232,Equity,Active,B ,10,INE01NE01012,Shankar Lal Rampal Dye-Chem Limited
Trejhara Solutions Ltd,TREJHARA,542233,Equity,Active,B ,10,INE00CA01015,Trejhara Solutions Limited
Deccan Health Care Ltd,DECCAN,542248,Equity,Active,B ,10,INE452W01019,Deccan Health Care Limited
Axita Cotton Ltd,AXITA,542285,Equity,Active,T ,1,INE02EZ01022,Axita Cotton Limited
KPI Green Energy Ltd,KPIGREEN,542323,Equity,Active,A ,5,INE542W01025,KPI Green Energy Limited
Hi-Klass Trading and Investment Ltd,HIKLASS,542332,Equity,Active,XT,5,INE302R01024,Hi-Klass Trading and Investment Limited
RPSG Ventures Ltd,RPSGVENT,542333,Equity,Active,B ,10,INE425Y01011,RPSG VENTURES LIMITED
Spencers Retail Ltd,SPENCERS,542337,Equity,Active,B ,5,INE020801028,Spencer's Retail Limited
Gloster Ltd,GLOSTERLTD,542351,Equity,Active,B ,10,INE350Z01018,Gloster Ltd
Xelpmoc Design and Tech Ltd,XELPMOC,542367,Equity,Active,B ,10,INE01P501012,Xelpmoc Design and Tech Limited
SPA Capital Services Ltd,SPACAPS,542376,Equity,Active,XT,10,INE726X01014,SPA Capital Services Limited
Aar Shyam India Investment Company Ltd,AARSHYAM,542377,Equity,Active,XT,10,INE512R01010,Aar Shyam India Investment Company Limited
Ritco Logistics Ltd,RITCO,542383,Equity,Active,B ,10,INE01EG01016,Ritco Logistics Limited
Chalet Hotels Ltd,CHALET,542399,Equity,Active,A ,10,INE427F01016,Chalet Hotels Limited
Anmol India Ltd,ANMOL,542437,Equity,Active,B ,10,INE02AR01019,Anmol India Limited
Jonjua Overseas Ltd,JONJUA,542446,Equity,Active,M ,10,INE793Z01027,Jonjua Overseas Limited
Kranti Industries Ltd,KRANTI,542459,Equity,Active,B ,10,INE911T01010,Kranti Industries Limited
The Anup Engineering Ltd,ANUP,542460,Equity,Active,A ,10,INE294Z01018,The Anup Engineering Ltd
Glaam Up Jwel Ltd,GLAAMUP,542477,Equity,Active,MT,10,INE03CM01014,GLAAM UP JWEL LIMITED
Arvind Fashions Ltd,ARVINDFASN,542484,Equity,Active,A ,4,INE955V01021,Arvind Fashions Limited
Mahip Industries Ltd,MAHIP,542503,Equity,Active,MT,10,INE00CX01017,Mahip Industries Limited
UTI BSE Sensex Next 50 ETF,SNXT50BETA,542513,Equity,Active,A ,1,INF789F1AUU3,UTI Mutual Fund
Ambassador Intra Holdings Ltd,AIHL,542524,Equity,Active,XT,10,INE342U01016,AMBASSADOR INTRA HOLDINGS LIMITED
Jyot International Marketing Ltd,JYOTIN,542544,Equity,Active,XT,10,INE043R01016,Jyot International Marketing Limited
Ashapuri Gold Ornament Ltd,AGOL,542579,Equity,Active,B ,1,INE05FR01029,Ashapuri Gold Ornament Limited
Aartech Solonics Ltd,AARTECH,542580,Equity,Active,B ,5,INE01C001026,Aartech Solonics Limited
Humming Bird Education Ltd,HBEL,542592,Equity,Active,M ,1,INE02PC01027,Humming Bird Education Limited
MSTC Ltd,MSTCLTD,542597,Equity,Active,B ,10,INE255X01014,MSTC Limited
Roopshri Resorts Ltd,ROOPSHRI,542599,Equity,Active,MT,10,INE03WT01017,Roopshri Resorts Limited
Chandni Machines Ltd,CHANDNIMACH,542627,Equity,Active,X ,10,INE01GZ01011,Chandni Machines Limited
Northern Spirits Ltd,NSL,542628,Equity,Active,B ,10,INE01BL01012,Northern Spirits Limited
Rail Vikas Nigam Ltd,RVNL,542649,Equity,Active,A ,10,INE415G01027,Rail Vikas Nigam Limited
Metropolis Healthcare Ltd,METROPOLIS,542650,Equity,Active,A ,2,INE112L01020,Metropolis Healthcare Limited
KPIT Technologies Ltd,KPITTECH,542651,Equity,Active,A ,10,INE04I401011,KPIT Technologies Ltd
Polycab India Ltd,POLYCAB,542652,Equity,Active,A ,10,INE455K01017,Polycab India Limited
V R Films & Studios Ltd,VRFILMS,542654,Equity,Active,B ,10,INE06LG01010,V R FILMS & STUDIOS LIMITED
Vikas Lifecare Ltd,VIKASLIFE,542655,Equity,Active,B ,1,INE161L01027,VIKAS LIFECARE LIMITED
Neogen Chemicals Ltd,NEOGEN,542665,Equity,Active,B ,10,INE136S01016,Neogen Chemicals Limited
G. K. P. Printing & Packaging Ltd,GKP,542666,Equity,Active,B ,10,INE05QJ01015,G. K. P. Printing & Packaging Limited
Evans Electric Ltd,EVANS,542668,Equity,Active,M ,10,INE06TD01010,EVANS ELECTRIC LIMITED
BMW Industries Ltd,BMW,542669,Equity,Active,B ,1,INE374E01021,BMW INDUSTRIES LIMITED
Artemis Electricals and Projects Ltd,AEPL,542670,Equity,Active,B ,1,INE757T01025,Artemis Electricals and Projects Limited
Dhanashree Electronics Ltd,DEL,542679,Equity,Active,XT,10,INE413F01016,Dhanashree Electronics Limited
Harish Textile Engineers Ltd,HARISH,542682,Equity,Active,X ,10,INE01K301012,Harish Textile Engineers Limited
Prakash Pipes Ltd,PPL,542684,Equity,Active,B ,10,INE050001010,Prakash Pipes Limited
Digicontent Ltd,DGCONTENT,542685,Equity,Active,B ,2,INE03JI01017,Digicontent Limited
Parshva Enterprises Ltd,PARSHVA,542694,Equity,Active,B ,10,INE05MV01019,Parshva Enterprises Limited
Anand Rayons Ltd,ARL,542721,Equity,Active,B ,10,INE02GA01012,Anand Rayons Limited
SBC Exports Ltd,SBC,542725,Equity,Active,B ,1,INE04AK01028,SBC EXPORTS LIMITED
IndiaMART InterMESH Ltd,INDIAMART,542726,Equity,Active,A ,10,INE933S01016,IndiaMART InterMESH Limited
City Pulse Multiventures Ltd,CPML,542727,Equity,Active,M ,10,INE056001014,CITY PULSE MULTIVENTURES LIMITED
SK International Export Ltd,SKIEL,542728,Equity,Active,MT,10,INE04ST01013,SK International Export Limited
DCM Nouvelle Ltd,DCMNVL,542729,Equity,Active,B ,10,INE08KP01019,DCM NOUVELLE LIMITED
ICICI Prudential Nifty Bank ETF,BANKIETF,542730,Equity,Active,B ,1,INF109KC15I8,ICICI Prudential Mutual Fund
Nippon India ETF S&P BSE Sensex Next 50,SNXT50BEES,542747,Equity,Active,A ,10,INF204KB15D0,Nippon India Mutual Fund
Affle 3I Ltd,AFFLE,542752,Equity,Active,A ,2,INE00WC01027,AFFLE 3I LIMITED
ICICI Prudential Nifty Private Bank ETF,PVTBANIETF,542758,Equity,Active,B ,1,INF109KC18U7,ICICI Prudential Mutual Fund
Spandana Sphoorty Financial Ltd,SPANDANA,542759,Equity,Active,B ,10,INE572J01011,Spandana Sphoorty Financial Limited
Sterling and Wilson Renewable Energy Ltd,SWSOLAR,542760,Equity,Active,A ,1,INE00M201021,STERLING AND WILSON RENEWABLE ENERGY LIMITED
Transpact Enterprises Ltd,TRANSPACT,542765,Equity,Active,TS,10,INE06YD01010,Transpact Enterprises Limited
Alphalogic Techsys Ltd,ALPHALOGIC,542770,Equity,Active,B ,5,INE08E401029,Alphalogic Techsys Limited
Novateor Research Laboratories Ltd,NOVATEOR,542771,Equity,Active,MT,10,INE08JY01013,Novateor Research Laboratories Limited
360 ONE WAM LTD,360ONE,542772,Equity,Active,A ,1,INE466L01038,360 ONE WAM LIMITED
IIFL Capital Services Ltd,IIFLCAPS,542773,Equity,Active,A ,2,INE489L01022,IIFL CAPITAL SERVICES LIMITED
Mufin Green Finance Ltd,MUFIN,542774,Equity,Active,B ,1,INE08KJ01020,MUFIN GREEN FINANCE LIMITED
Misquita Engineering Ltd,MISQUITA,542801,Equity,Active,M ,10,INE957W01025,Misquita Engineering Limited
Galactico Corporate Services Ltd,GALACTICO,542802,Equity,Active,B ,1,INE906Y01028,Galactico Corporate Services Limited
Vaxfab Enterprises Ltd,VEL,542803,Equity,Active,X ,10,INE560T01015,Vaxfab Enterprises Limited
Gujarat Fluorochemicals Ltd,FLUOROCHEM,542812,Equity,Active,A ,1,INE09N301011,Gujarat Fluorochemicals Limited
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,542830,Equity,Active,A ,2,INE335Y01020,Indian Railway Catering & Tourism Corporation Ltd
Goblin India Ltd,GOBLIN,542850,Equity,Active,M ,10,INE492Z01018,GOBLIN INDIA LIMITED
Gensol Engineering Ltd,GENSOL,542851,Equity,Active,Z ,10,INE06H201014,Gensol Engineering Limited
Vishwaraj Sugar Industries Ltd,VISHWARAJ,542852,Equity,Active,B ,2,INE430N01022,Vishwaraj Sugar Industries Limited
Greenpanel Industries Ltd,GREENPANEL,542857,Equity,Active,B ,1,INE08ZM01014,Greenpanel Industries Limited
Shahlon Silk Industries Ltd,SHAHLON,542862,Equity,Active,X ,2,INE052001026,Shahlon Silk Industries Limited
Aditya Birla Sun Life Nifty Bank ETF,ABSLBANETF,542863,Equity,Active,B ,1,INF209KB17D5,Aditya Birla Sun Life Mutual Fund
Mount Housing and Infrastructure Ltd,MOUNT,542864,Equity,Active,XT,10,INE444X01014,MOUNT HOUSING AND INFRASTRUCTURE LIMITED
Anuroop Packaging Ltd,ANUROOP,542865,Equity,Active,B ,10,INE490Z01012,Anuroop Packaging Limited
Colab Platforms Ltd,COLAB,542866,Equity,Active,B ,1,INE317W01030,COLAB PLATFORMS LIMITED
CSB Bank Ltd,CSBBANK,542867,Equity,Active,A ,10,INE679A01013,CSB Bank Limited
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,542904,Equity,Active,A ,10,INE551W01018,Ujjivan Small Finance Bank Limited
Hindware Home Innovation Ltd,HINDWAREAP,542905,Equity,Active,B ,2,INE05AN01011,Hindware Home Innovation Limited
Easun Capital Markets Ltd,EASUN,542906,Equity,Active,XT,10,INE771C01014,Easun Capital Markets Limited
Prince Pipes and Fittings Ltd,PRINCEPIPE,542907,Equity,Active,B ,10,INE689W01016,Prince Pipes and Fittings Limited
Valencia Nutrition Ltd,VALENCIA,542910,Equity,Active,MS,10,INE08RT01016,Valencia Nutrition Limited
Assam Entrade Ltd,ASSAMENT,542911,Equity,Active,X ,10,INE165G01010,Assam Entrade Limited
Gian Life Care Ltd,GIANLIFE,542918,Equity,Active,Z ,10,INE063601012,Gian Life Care Limited
Artemis Medicare Services Ltd,ARTEMISMED,542919,Equity,Active,B ,1,INE025R01021,Artemis Medicare Services Limited
Sumitomo Chemical India Ltd,SUMICHEM,542920,Equity,Active,A ,10,INE258G01013,SUMITOMO CHEMICAL INDIA LIMITED
ICICI Prudential Nifty Midcap 150 ETF,MIDCAPIETF,542921,Equity,Active,B ,1,INF109KC11W8,ICICI Prudential Mutual Fund
Mirae Asset Nifty Next 50 ETF (MANXT50ETF),NEXT50,542922,Equity,Active,B ,275,INF769K01FN2,Mirae Asset Mutual Fund
Tranway21 Technologies Ltd,TRANWAY21,542923,Equity,Active,MS,10,INE0BIW01023,TRANWAY21 TECHNOLOGIES LIMITED
Vardhan Capital & Finance Ltd,VARDHANCFL,542931,Equity,Active,XT,10,INE128G01018,Vardhan Capital & Finance Limited
Universus Photo Imagings Ltd,UNIVPHOTO,542933,Equity,Active,T ,10,INE03V001013,UNIVERSUS PHOTO IMAGINGS LIMITED
Chandra Bhagat Pharma Ltd,CBPL,542934,Equity,Active,M ,10,INE07QQ01016,Chandra Bhagat Pharma Limited
Octavius Plantations Ltd,OCTAVIUSPL,542938,Equity,Active,X ,10,INE117S01016,Octavius Plantations Limited
Cohance Lifesciences Ltd,COHANCE,543064,Equity,Active,A ,1,INE03QK01018,Cohance Lifesciences Limited
SM Auto Stamping Ltd,SMAUTO,543065,Equity,Active,M ,10,INE0C4I01011,SM Auto Stamping Limited
SBI Cards and Payment Services Ltd,SBICARD,543066,Equity,Active,A ,10,INE018E01016,SBI CARDS AND PAYMENT SERVICES LIMITED
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),08MPD,543144,Equity,Active,B ,10,INF204KB11T5,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),08ADR,543145,Equity,Active,B ,10,INF204KB12S5,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),08MPR,543146,Equity,Active,B ,10,INF204KB12T3,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),08AMD,543147,Equity,Active,B ,10,INF204KB13S3,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),08AMR,543148,Equity,Active,B ,10,INF204KB14S1,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),08BPB,543149,Equity,Active,B ,10,INF204KB15S8,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),08GPG,543150,Equity,Active,B ,10,INF204KB16S6,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),08ABB,543151,Equity,Active,B ,10,INF204KB17R6,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),08QPD,543152,Equity,Active,B ,10,INF204KB17S4,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),08AGG,543153,Equity,Active,B ,10,INF204KB18R4,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),08QPR,543154,Equity,Active,B ,10,INF204KB18S2,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),08AQD,543155,Equity,Active,B ,10,INF204KB19R2,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),08DPD,543156,Equity,Active,B ,10,INF204KB19S0,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),08AQR,543168,Equity,Active,B ,10,INF204KB10S9,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),08DPR,543169,Equity,Active,B ,10,INF204KB10T7,Nippon India Mutual Fund
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),08ADD,543170,Equity,Active,B ,10,INF204KB11S7,Nippon India Mutual Fund
RO Jewels Ltd,ROJL,543171,Equity,Active,B ,2,INE0BDU01028,RO Jewels Limited
Cospower Engineering Ltd,COSPOWER,543172,Equity,Active,M ,10,INE0CQB01010,Cospower Engineering Limited
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,11DPR,543173,Equity,Active,B ,10,INF204KB14U7,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,11GPG,543174,Equity,Active,B ,10,INF204KB10U5,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,11MPD,543175,Equity,Active,B ,10,INF204KB15U4,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,11MPR,543176,Equity,Active,B ,10,INF204KB16U2,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,11QPD,543177,Equity,Active,B ,10,INF204KB11U3,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,11QPR,543178,Equity,Active,B ,10,INF204KB12U1,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,11ADD,543179,Equity,Active,B ,10,INF204KB16T4,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,11ADR,543180,Equity,Active,B ,10,INF204KB17T2,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,11AGG,543181,Equity,Active,B ,10,INF204KB13T1,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,11AMD,543182,Equity,Active,B ,10,INF204KB18T0,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,11AMR,543183,Equity,Active,B ,10,INF204KB19T8,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,11AQD,543184,Equity,Active,B ,10,INF204KB14T9,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,11AQR,543185,Equity,Active,B ,10,INF204KB15T6,Nippon India Mutual Fund
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,11DPD,543186,Equity,Active,B ,10,INF204KB13U9,Nippon India Mutual Fund
Hitachi Energy India Ltd,POWERINDIA,543187,Equity,Active,A ,2,INE07Y701011,HITACHI ENERGY INDIA LIMITED
DJ Mediaprint & Logistics Ltd,DJML,543193,Equity,Active,T ,10,INE0B1K01014,DJ Mediaprint & Logistics Limited
Nirmitee Robotics India Ltd,NIRMITEE,543194,Equity,Active,MS,10,INE0CPQ01010,Nirmitee Robotics India Limited
Natural Biocon (India) Ltd,NATURAL,543207,Equity,Active,XT,10,INE06MM01016,Natural Biocon (India) Limited
